EMOTION,TEXT,cleaned_text
anger,"One of my friends went and told another friend of mine that I was  
going abut with another guy in Lilongwe besides the one I had.  
She said I was seen with him hand in hand.",one friend went told anoth friend mine go abut anoth guy lilongw besid one had. said seen hand hand.
sadness,I received a letter form home telling me that my sister was very sick.,receiv letter form home tell sister sick.
disgust,"Somebody went around spreading news that I like people with  
money.",somebodi went around spread news like peopl money.
shame,I fell off a bike in the presence of a lot of people.,fell bike presenc lot people.
guilt,"A person misinterpreted what I had told her. I had told her that  
I had failed to insert a NasoGastric tube but she went and  
scolded the patient that she was being uncooperative.",person misinterpret told her. told fail insert nasogastr tube went scold patient uncooperative.
joy,"I was selected to come here (University, College) when I was least  
expecting it.","select come (university, college) least expect it."
fear,"I had fear of my father (parents) when I first became pregnant. I  
was afraid of delivery itself and whether I would give birth to a  
stiiborn or a baby.",fear father (parents) first becam pregnant. afraid deliveri whether would give birth stiiborn baby.
anger,"It was when I discovered that my boyfriend had another girl. I  
discovered it through a letter he wrote to the girl when he was  
away. When I asked him he accepted it.",discov boyfriend anoth girl. discov letter wrote girl away. ask accept it.
sadness,"My child passed away after a short illness when he was just  
eleven months old. I was only told about his death without  
knowing that he had been ill.",child pass away short ill eleven month old. told death without know ill.
disgust,"My father promised to send me pocket money at the month-end since  
I wanted to buy a new pair of shoes when I was at secondary  
school, but he didn't.","father promis send pocket money month-end sinc want buy new pair shoe secondari school, didn't."
shame,"I just opened the bathroom without knocking not knowing that  
someone was bathing inside, it happened to be my father.","open bathroom without knock know someon bath inside, happen father."
guilt,"I beat my young sister because she refused to wash plates. She  
started crying and I felt sorry and guilty for what I did.",beat young sister refus wash plates. start cri felt sorri guilti did.
joy,Accepted by the college football team.,accept colleg footbal team.
fear,Fighting with class mates in Highschool.,fight class mate highschool.
anger,Made mistakes in exam.,made mistak exam.
sadness,Failing examn.,fail examn.
disgust,Given duty by the leaders which I do not like to do.,given duti leader like do.
shame,Did not finish homework.,finish homework.
guilt,"Make a mistake, offended my friend.","make mistake, offend friend."
joy,Article published in the college newspaper.,articl publish colleg newspaper.
fear,Walking on a dark street with noone around.,walk dark street noon around.
anger,My friend misunderstood me.,friend misunderstood me.
sadness,My grandmother died.,grandmoth died.
disgust,Class leader told me to collect homework for him.,class leader told collect homework him.
shame,Did not finish homework.,finish homework.
guilt,Did not read reference when other people read them.,read refer peopl read them.
joy,"Found money on the road and returned it to the owner through  
police.",found money road return owner police.
fear,Before examination.,examination.
anger,Listening to long speech of the party leaders wasting my time.,listen long speech parti leader wast time.
sadness,My girl-friend left me.,girl-friend left me.
disgust,People not cueing in the college dining room.,peopl cue colleg dine room.
shame,Saw the film about Eight Nations Army conquering Beijing.,saw film eight nation armi conquer beijing.
guilt,"No ideal result in the University entrance examn, guilty to  
family and friend.","ideal result univers entranc examn, guilti famili friend."
joy,Helping in the nursery school.,help nurseri school.
fear,Telling my parents that I did not well in an examn.,tell parent well examn.
anger,My bed sheet (present of my parents) damaged by roommate.,bed sheet (present parents) damag roommate.
sadness,Not being accepted by classmates in university.,accept classmat university.
disgust,"Waiting for a bus not coming for a long time, and the bus drivers  
were having a long lunch.","wait bu come long time, bu driver long lunch."
shame,Not having good marks like other people for homeworks.,good mark like peopl homeworks.
guilt,Not handing in homeworks in time.,hand homework time.
joy,Got a present from my friend for my birthday.,got present friend birthday.
fear,"Lost my purse, the money in the purse belonged to my parents.","lost purse, money purs belong parents."
anger,"South Korea winning more gold medals in the Asian Olympic (more  
than China).",south korea win gold medal asian olymp (more china).
sadness,Saw the village I come from still pay money to buy wife.,saw villag come still pay money buy wife.
disgust,Saw my roommate messing up our room.,saw roommat mess room.
shame,Found out that I am not good at football.,found good football.
guilt,Gave the wrong meal tickets to other people (my classmate).,gave wrong meal ticket peopl (mi classmate).
joy,"Coming to this lecture and listen to you talking about feelings,  
I am so happy that foreigners have the same feelings as Chinese.","come lectur listen talk feelings, happi foreign feel chinese."
fear,Damaged the tap in the residental Hall.,damag tap resident hall.
anger,"Too many people in TV room, I was not able to get a seat to watch  
TV.","mani peopl tv room, abl get seat watch tv."
sadness,My sister marrying a bad man. He is cruel to her.,sister marri bad man. cruel her.
disgust,Saw my brother-in-law insulting my sister.,saw brother-in-law insult sister.
shame,My sister was afraid of her husband.,sister afraid husband.
guilt,"I was not able to help my sister to understand that her husband  
is a bad man before she was married to him.",abl help sister understand husband bad man marri him.
joy,Discussing psychology with my friends before the lecture.,discuss psycholog friend lecture.
fear,"Waking up from a bad dream in a dark night with noone else  
around.",wake bad dream dark night noon els around.
anger,"I could not find my monthly tickets for the bus when I was on the  
bus.",could find monthli ticket bu bus.
sadness,"Two little children (5/6 years old) begging for money, and noone  
gave them money.","two littl children (5/6 year old) beg money, noon gave money."
disgust,"The serving lady in the students' dining hall shouting at  
studennts.",serv ladi students' dine hall shout studennts.
shame,"Sitting on the bus seats supposed for disabled people, children  
and old people (by mistake)","sit bu seat suppos disabl people, children old peopl (bi mistake)"
guilt,Passing by a good friend's home without coming in to visit him.,pass good friend' home without come visit him.
joy,You told me psychology can help people to be happier.,told psycholog help peopl happier.
fear,Left alone in the dining hall at night.,left alon dine hall night.
anger,Bus conductor insulted me for not buying a ticket (I forgot).,bu conductor insult buy ticket (i forgot).
sadness,Saw a father beating up his small child.,saw father beat small child.
disgust,Class leader getting me to do things he did not want to do.,class leader get thing want do.
shame,"Not quick enough to help the lectors to catty things for the  
lecture.",quick enough help lector catti thing lecture.
guilt,"My mother wrote me and said that I would not writ enough letters  
home.",mother wrote said would writ enough letter home.
joy,My parents came to visit me.,parent came visit me.
fear,Could not find my way out in the college building at night.,could find way colleg build night.
anger,Saw in the TV South Korea cheating in the Asian Olympic games.,saw tv south korea cheat asian olymp games.
sadness,General Ye Jianying died.,gener ye jiani died.
disgust,A girl I do not like kept coming to me and talking to me.,girl like kept come talk me.
shame,Failing an examn.,fail examn.
guilt,Made a misjudgement in a football match.,made misjudg footbal match.
joy,My friend told me he really likes me.,friend told realli like me.
fear,Getting lost in a strange place.,get lost strang place.
anger,South Korea cheating for gold medals.,south korea cheat gold medals.
sadness,"My friend has to go on field trips, he just told me.","friend go field trips, told me."
disgust,When I was the South Koreans on the TV.,south korean tv.
shame,Zhu Jianhau did not break the world record for China.,zhu jianhau break world record china.
guilt,Unable to help my mother to cook.,unabl help mother cook.
joy,I met a friend I had not seen for a long time on the street.,met friend seen long time street.
fear,Going to the examn not well prepared.,go examn well prepared.
anger,Overhear people talking about me and saying that I am stupid.,overhear peopl talk say stupid.
sadness,"Hearing about developments of sience in the West a lot better  
than China.",hear develop sienc west lot better china.
disgust,Some foreign students playing loud music late at night.,foreign student play loud music late night.
shame,Not being able to be selected for the dancing team.,abl select danc team.
guilt,"Did not get up early enough to watch my class football team  
playing against another team.",get earli enough watch class footbal team play anoth team.
joy,Scoared a goal in a football match.,scoar goal footbal match.
fear,Left alone in the dark in a big building.,left alon dark big building.
disgust,Someone called me a disgusting nickname.,someon call disgust nickname.
sadness,Not getting on with someone of my classmates in high school.,get someon classmat high school.
disgust,A woman picked her nose and spit right next to me.,woman pick nose spit right next me.
shame,Not brave enough to take up a challenge in a group discussion.,brave enough take challeng group discussion.
guilt,Not being a good host for a friend from a far away place.,good host friend far away place.
joy,My class winning against another class in a football match.,class win anoth class footbal match.
fear,Walking alone in the dark in a strange street.,walk alon dark strang street.
guilt,A friend forgot his appointment with me.,friend forgot appoint me.
sadness,A friend misunderstood me.,friend misunderstood me.
shame,A boy in my class talking too loud in the lecture.,boy class talk loud lecture.
shame,Not being able to have a party at home with friends.,abl parti home friends.
joy,"Being miserable in a party when other people are friendly and  
happy.",miser parti peopl friendli happy.
joy,Meeting an old friend from high school.,meet old friend high school.
fear,Facing a mad dog.,face mad dog.
sadness,Misunderstood deliberately by a close friend.,misunderstood deliber close friend.
sadness,My old teacher in primary school died.,old teacher primari school died.
disgust,Getting into a crowded bus.,get crowd bus.
anger,Being rude to somebody who was impolite to me.,rude somebodi impolit me.
sadness,Not accepting hints of intimate relation from a girl.,accept hint intim relat girl.
joy,My old friend visited me in the university.,old friend visit university.
fear,Listening to horrot stories at night.,listen horrot stori night.
anger,My roommate was rude to me.,roommat rude me.
sadness,My uncle died in the Vietnam War.,uncl die vietnam war.
disgust,Cueing in the students dining hall.,cue student dine hall.
anger,Arguing about price with private shop-assistant.,argu price privat shop-assistant.
guilt,"Not being able to spend more time with a friend who was visiting  
me.",abl spend time friend visit me.
joy,Scoring a goal in football match.,score goal footbal match.
fear,Finding out that I am not an as able student as I thought.,find abl student thought.
anger,I was told to do something I did not want to do.,told someth want do.
sadness,Finding out that China is still backward in science.,find china still backward science.
anger,Doing this pointless questionnaire.,pointless questionnaire.
disgust,Insulted by somebody.,insult somebody.
anger,I am not doing what I should with this questionnaire.,questionnaire.
anger,"Saw in TV that China had the most gold medals in the Asian  
Olympic.",saw tv china gold medal asian olympic.
fear,"Just arrived in the university, not knowing anybody.","arriv university, know anybody."
shame,Insulted by teacher.,insult teacher.
sadness,Finding out I am not good looking.,find good looking.
anger,Someone I do not like kept talking to me.,someon like kept talk me.
shame,"Finding out from this lecture that China is backward in  
psychology.",find lectur china backward psychology.
anger,Being rude to someone I do not like.,rude someon like.
joy,"Joining in a research group studying consumer's behaviour and  
helping the people in the shop with the sales.",join research group studi consumer' behaviour help peopl shop sales.
sadness,Diagnosis that I have a stomache ulcer.,diagnosi stomach ulcer.
anger,A classmate damaged ma iron and tried to hide the damage.,classmat damag iron tri hide damage.
sadness,Not winning a medal in the swimming contest.,win medal swim contest.
disgust,Some students talking when other people are having a nap.,student talk peopl nap.
guilt,A friend asked for help and I was not able to help.,friend ask help abl help.
joy,China winning the Asian Olympic.,china win asian olympic.
fear,Before an exam.,exam.
shame,Korean judges cheating.,korean judg cheating.
sadness,My father left us for another woman.,father left us anoth woman.
disgust,Saw my father with that woman he is married to now.,saw father woman marri now.
shame,Had to tell people that my parents are divorced.,tell peopl parent divorced.
guilt,"Not beeing able to stay with my mother for the National Day  
holiday.",bee abl stay mother nation day holiday.
joy,Being together with my best friend.,togeth best friend.
fear,Almost had a bicycle accident.,almost bicycl accident.
sadness,Heard about someone telling lies about me to my best friend.,heard someon tell lie best friend.
disgust,My best friend suddenly acting strange towards me.,best friend suddenli act strang toward me.
disgust,Saw someone messing up our room.,saw someon mess room.
sadness,After shouting at a friend.,shout friend.
guilt,Did not do what I promised to do for a friend.,promis friend.
joy,My best friend chosen for your English lectures.,best friend chosen english lectures.
sadness,Getting ill.,get ill.
anger,"My class leader told me the university won't let all of us go to  
your lectures because we are not All English Class.",class leader told univers let us go lectur english class.
sadness,When I was not chosen to go to your English lectures. ,chosen go english lectures.
sadness,"Finding out that the class leader can go to your lectures, and  
his English is worse than mine.","find class leader go lectures, english wors mine."
shame,"China cannot let you give more lectures because you are needed in  
the specialist clinics. We are so backward in medicine.",china cannot let give lectur need specialist clinics. backward medicine.
guilt,"I hated you for not letting me go and found out that it was not  
your decision.",hate let go found decision.
sadness,Finding out my best friend cannot go to the English lectures.,find best friend cannot go english lectures.
disgust,"Heard some postgraduate students talking about girls being  
unsiutable to do medicine.",heard postgradu student talk girl unsiut medicine.
sadness,Failing in an exam.,fail exam.
shame,"Not being able to convince my class leader that my friend is  
better than me to go to the English lectures.",abl convinc class leader friend better go english lectures.
joy,Receiving a letter from a boy I care.,receiv letter boy care.
fear,Watching a horror film.,watch horror film.
sadness,"My parents do not like my friend and told me not to go out with  
him.",parent like friend told go him.
sadness,My grandmother died.,grandmoth died.
disgust,Saw someone spitting in public.,saw someon spit public.
sadness,Failing in an examn because of lazyness.,fail examn lazyness.
sadness,Losing my temper to my sister.,lose temper sister.
joy,Finding out that I can go to your English lectures.,find go english lectures.
fear,Staying alone in a dark place.,stay alon dark place.
disgust,Being sexually assulted on a bus.,sexual assult bus.
sadness,Finding out that my best friend could not go to university.,find best friend could go university.
disgust,Some boys not cueing in the dining hall.,boy cue dine hall.
joy,Watching TV about china is behind in winning gold medals.,watch tv china behind win gold medals.
guilt,Not being able to help my friend to do homework.,abl help friend homework.
joy,Getting into this university.,get university.
disgust,Beaten up by a classmate in school.,beaten classmat school.
shame,Being insulted in public.,insult public.
sadness,A girl I love does not love me.,girl love love me.
disgust,Saw some girls dressed up like Americans,saw girl dress like american
shame,Failing university entrance examn.,fail univers entranc examn.
shame,Not handing in homework in time.,hand homework time.
joy,Getting into this university to do medicine.,get univers medicine.
fear,First time in anatomy.,first time anatomy.
guilt,Misunderstood by a close friend for the wrong reason.,misunderstood close friend wrong reason.
sadness,"Finding out that China is poor, so we cannot have good reference  
books.","find china poor, cannot good refer books."
shame,"Foreign students playing loud music in the night before the  
biology examn.",foreign student play loud music night biolog examn.
shame,"Finding out that the university police was afraid to stop the  
foreign students playing loud music (China's shame).
",find univers polic afraid stop foreign student play loud music (china' shame).
shame,Not doing well in the examn.,well examn.
joy,Aticle published.,aticl published.
joy,Earth crake.,earth crake.
anger,Made a statement that other people did not believe.,made statement peopl believe.
shame,Saw poverty in the countryside.,saw poverti countryside.
disgust,Saw Chinese people flattering foreigners.,saw chines peopl flatter foreigners.
guilt,Not being able to argue against class leaders.,abl argu class leaders.
guilt,Could not help a student who needs help.,could help student need help.
joy,China winning the Asian Olympic games.,china win asian olymp games.
fear,Staying alone in the dark.,stay alon dark.
anger,Being put down by the class leaders.,put class leaders.
sadness,Finding out that life span in China is shorter than in the West.,find life span china shorter west.
disgust,Girls dressed like foreigners in the university.,girl dress like foreign university.
shame,Being insulted in public.,insult public.
disgust,Insulting other people.,insult people.
joy,When I found out that I can travel with my best friend.,found travel best friend.
fear,Walking home in the dark from college.,walk home dark college.
anger,Finding out that I was deceived by a friend.,find deceiv friend.
shame,Not doing well in an examn.,well examn.
anger,Finding out that my best friend was deceiving me.,find best friend deceiv me.
guilt,Failing an examn because I did not work hard enough.,fail examn work hard enough.
shame,Not acting on my promise.,act promise.
joy,Finding out that I am not ill (not seriously).,find ill (not seriously).
fear,"Finding out that my health condition may be against my attending  
university lectures.",find health condit may attend univers lectures.
anger,Bought something bad from the shop and they refused to change it.,bought someth bad shop refus chang it.
sadness,Relative's death.,relative' death.
disgust,Saw people quarreling in a bus.,saw peopl quarrel bus.
sadness,Running away from a fire.,run away fire.
guilt,Forgot to give a present to my little nephew.,forgot give present littl nephew.
joy,First public speaking.,first public speaking.
fear,Going out alone in the dark.,go alon dark.
disgust,Saw some young people fighting for seats on a bus.,saw young peopl fight seat bus.
sadness,My mother's death.,mother' death.
disgust,Saw people spitting in public.,saw peopl spit public.
shame,"Went to a lecture about Chinese history and hear about the Opium  
War.",went lectur chines histori hear opium war.
joy,Falling in love.,fall love.
sadness,My friend will find out that I am in love with her.,friend find love her.
anger,Falling in love although she is my friend (angry with myself).,fall love although friend (angri myself).
sadness,My friend still trusts me as a friend.,friend still trust friend.
disgust,Someone being arrogant to me.,someon arrog me.
shame,Insulted by a teacher in front of the class.,insult teacher front class.
sadness,Falling in love with a close friend.,fall love close friend.
joy,Doing unexpectedly well in an examn.,unexpectedli well examn.
joy,Before the examn.,examn.
guilt,"I wanted to borrow lecture notes from a friend and he did not  
lend me them.",want borrow lectur note friend lend them.
anger,"Finding out about the university does not have enough foreign  
currency to buy the yournals in your reference list.",find univers enough foreign currenc buy yournal refer list.
shame,"Someone told me he was chosen for the English lectures because he  
was a good friend of the class leader.",someon told chosen english lectur good friend class leader.
anger,Finding out about Chinese money cannot buy foreign journals.,find chines money cannot buy foreign journals.
guilt,Late for a lecture and therefore missed it.,late lectur therefor miss it.
joy,Talking to a close friend.,talk close friend.
fear,Ran into a parking car on a bicycle.,ran park car bicycle.
shame,Insulted for no reason.,insult reason.
sadness,Did badly in an examn.,badli examn.
disgust,Saw a man dressed as a woman.,saw man dress woman.
disgust,Saw a beggar on the street (China still so poor).,saw beggar street (china still poor).
guilt,Could not buy a reference book because I got up too late to cue.,could buy refer book got late cue.
joy,"Found out that me and my best friend are both chosen for the  
English lectures.",found best friend chosen english lectures.
shame,I may not be clever enough to understand your English lectures.,may clever enough understand english lectures.
anger,"Told by some people the class leader only choose his friends (not  
true).",told peopl class leader choos friend (not true).
sadness,One of my best friends was hurt by a girl he loves.,one best friend hurt girl loves.
disgust,Saw a very arrogant girl walking like a queen.,saw arrog girl walk like queen.
shame,China cannot buy your reference.,china cannot buy reference.
guilt,"A friend asked to borrow my notes and I did not give them away  
(my notes too badly written)",friend ask borrow note give away (mi note badli written)
joy,Talking to a close friend.,talk close friend.
sadness,Getting ill.,get ill.
shame,Failed to be elected to be a class leader.,fail elect class leader.
anger,Father lost his temper at home because he was mistreated at work.,father lost temper home mistreat work.
disgust,"Saw someone who picked up a cigarette from the floor and smoked  
it.",saw someon pick cigarett floor smoke it.
shame,Telling a lie.,tell lie.
shame,Not getting the class paper in time for the lecture.,get class paper time lecture.
joy,My father promoted to be a professor.,father promot professor.
fear,Anatomy lesson and told we have to do it at night sometimes.,anatomi lesson told night sometimes.
guilt,Had an argument with my classmate for borrowed books.,argument classmat borrow books.
shame,"Finding out that we cannot have good references because China is  
poor.",find cannot good refer china poor.
disgust,Saw someone licking his dining bowl.,saw someon lick dine bowl.
shame,Criticized in front of the class.,critic front class.
shame,Not finishing homework in time.,finish homework time.
joy,"Found out that the girl I love loves me, too.","found girl love love me, too."
fear,Reading a horror story alone.,read horror stori alone.
anger,"Being refused to attend the neuropsychology lecture in the  
medical university.",refus attend neuropsycholog lectur medic university.
sadness,My parents told me that they do not like my friend.,parent told like friend.
disgust,Saw an arrogant girl walking pass by.,saw arrog girl walk pass by.
anger,Not finishing my duty as a class leader.,finish duti class leader.
guilt,My friend had trouble and I was not able to help him.,friend troubl abl help him.
joy,China winning the Asian Olympic games (TV).,china win asian olymp game (tv).
fear,Left alone in the biology building surrounded by empty buildings.,left alon biolog build surround empti buildings.
shame,Someone told me we are not as good as the All English Class.,someon told good english class.
shame,Not getting the reference paper.,get refer paper.
disgust,Cueing for a bus and the drivers having long dinner.,cue bu driver long dinner.
shame,Not finishing homework.,finish homework.
guilt,Did not return the library book on time.,return librari book time.
joy,Hear a very nice joke made by a friend.,hear nice joke made friend.
fear,Thinking about death when walking alone at night.,think death walk alon night.
shame,"Found out that someone I knew well has been misunderstanding me  
for 2 years.",found someon knew well misunderstand 2 years.
sadness,Death of a relative.,death relative.
shame,Someone I know and respect sexually assulted a girl.,someon know respect sexual assult girl.
disgust,My father insulted by other people.,father insult people.
anger,Made a mistake at work.,made mistak work.
joy,Found my name on the list of attending the English lectures.,found name list attend english lectures.
joy,Doing anatomy alone for the first time.,anatomi alon first time.
shame,"Being insulted in front of my parents, and they believed other  
people (those insulting me).","insult front parents, believ peopl (those insult me)."
sadness,Death of General Ye Jianying.,death gener ye jianying.
disgust,Someone had stolen an article from a library journal.,someon stolen articl librari journal.
shame,Not doing well in the examn.,well examn.
guilt,Not finishing homework in time.,finish homework time.
joy,"Did well in an examn just before my father's birthday: the best  
present I can give to my father.",well examn father' birthday: best present give father.
fear,"I asked someone to bring some present to my father and found out  
that he is not a reliable person. I was afraid if my father would  
not get the presents he would be angry with me.",ask someon bring present father found reliabl person. afraid father would get present would angri me.
anger,"Some classmates said I did not do enough social work. Therefore I  
was not elected as a ""Tree Good"" student.","classmat said enough social work. therefor elect ""tree good"" student."
sadness,"My father won't be so pleased with me as if I was elected ""Three  
Good"".","father pleas elect ""three good""."
disgust,My roommate's lack of consideration of me.,roommate' lack consider me.
shame,"My sister said I am not a stable person, and I think she is  
right.","sister said stabl person, think right."
guilt,"My sister forgot to bring presents for my birthday, I was rude to  
her.","sister forgot bring present birthday, rude her."
joy,Had a nice letter from my close friend.,nice letter close friend.
fear,Staying alone in the biology building after the dark.,stay alon biolog build dark.
anger,Being insulted by my roommate (she is in the English Class).,insult roommat (she english class).
sadness,Not being able to do well to be chosen for the English lecture.,abl well chosen english lecture.
disgust,My roommate boasting about her English lectures.,roommat boast english lectures.
shame,"When the class leader read out the names of those chosen for the  
English lecture and I was not on the list.",class leader read name chosen english lectur list.
guilt,"Some boys told me your nickname is ""Little Girl Doctor"", I did  
not tell them off and laughed with them.","boy told nicknam ""littl girl doctor"", tell laugh them."
joy,Relatives visiting me.,rel visit me.
fear,"Finding out the great difference between China and the West in  
science.",find great differ china west science.
disgust,Saw my unfair report.,saw unfair report.
disgust,Lecturers being unfair to me in reports.,lectur unfair reports.
anger,"Finding out that some students are getting good reports they do  
not deserve.",find student get good report deserve.
anger,People impolite with me because I did not get a good report.,peopl impolit get good report.
anger,I kicked the chair in the classroom to express my anger.,kick chair classroom express anger.
joy,Finding out I was chosen for the English lectures.,find chosen english lectures.
fear,"My roommate refused to walk with me to the English lectures. I  
have to walk alone in the dark. Lectures are in the biology  
building.",roommat refus walk english lectures. walk alon dark. lectur biolog building.
anger,My roommate being unconsiderate.,roommat unconsiderate.
shame,My best friend was not chosen for the English lectures.,best friend chosen english lectures.
shame,"Someone told me I was chosen for the English lectures because I  
am good looking.",someon told chosen english lectur good looking.
shame,Not doing well in the examn.,well examn.
fear,"Some boys talking about nicknames of the lecturers, and I was too  
afraid of them to stop them.","boy talk nicknam lecturers, afraid stop them."
joy,Found out my wife is pregnant.,found wife pregnant.
joy,My boat running into another boat.,boat run anoth boat.
anger,Punished by a leader.,punish leader.
sadness,My teacher's death.,teacher' death.
disgust,Saw a mate bribing the leader.,saw mate bribe leader.
shame,Insulted by a woman in public.,insult woman public.
disgust,Fight with my mate after a quarrel.,fight mate quarrel.
joy,Receiving a nice present from my parents.,receiv nice present parents.
anger,Finding out that I made a stupid mistake in the examn.,find made stupid mistak examn.
anger,"Finding out about some girls who have been nice to the class  
leader in order to go to the neuropsychology lectures (English  
ones).",find girl nice class leader order go neuropsycholog lectur (english ones).
shame,Finding out I am not chosen for the English lectures.,find chosen english lectures.
sadness,"Some students whose English is worse than mine can go to your  
lectures (English lectures).",student whose english wors mine go lectur (english lectures).
shame,Insulted by classmate in public.,insult classmat public.
shame,Not handing in homeworks in time.,hand homework time.
joy,Article published.,articl published.
fear,Walking in the dark and thinking about ghost stories.,walk dark think ghost stories.
shame,Had an insulting letter from my father.,insult letter father.
sadness,Being misunderstood by friends.,misunderstood friends.
disgust,Saw someone acting in a false manner in public.,saw someon act fals manner public.
shame,Failed in a piblic argument.,fail piblic argument.
guilt,Promised to do something for other people and did not do it.,promis someth peopl it.
joy,"Finding out I am chosen to collect norms for Chinese aphasia (I  
will contribute to China's catching up with the West in  
neuropsychology).",find chosen collect norm chines aphasia (i contribut china' catch west neuropsychology).
fear,"Finding out in your lecture that a doctor can make misdiagnoses  
because of ignorance in neuropsychology.",find lectur doctor make misdiagnos ignor neuropsychology.
anger,Someone talking about me at my back.,someon talk back.
sadness,"Found out that my grandmother might have been misdiagnosed as a  
psychiatric patient because the doctor did not know about  
neurologism.",found grandmoth might misdiagnos psychiatr patient doctor know neurologism.
disgust,Some students deliberately disobey me as a class leader.,student deliber disobey class leader.
shame,Finding out that China is backward in science.,find china backward science.
guilt,"Some students have been calling lecturers nicknames and I was not  
able to find out who they were to stop them.",student call lectur nicknam abl find stop them.
joy,Going to a concert.,go concert.
fear,Finding out that a boy I do not like is in love with me.,find boy like love me.
anger,Being told that I have not got a personality.,told got personality.
sadness,"Power cut made me unable to listen to the songs sung by my  
favourite pop star.",power cut made unabl listen song sung favourit pop star.
disgust,Someone acting stupid in public.,someon act stupid public.
shame,Not being able to answer question in a seminar.,abl answer question seminar.
guilt,Said something I should not have said in public.,said someth said public.
joy,Talking to my close friend.,talk close friend.
fear,Hearing a strange noise in the biology building.,hear strang nois biolog building.
anger,Insulted by other people in the shop.,insult peopl shop.
sadness,My good friend misunderstood me.,good friend misunderstood me.
disgust,Being looked at by someone I do not like.,look someon like.
shame,"I am chosen for the English lectures instead of my good friend  
and people told me that girls are more likely to be chosen.",chosen english lectur instead good friend peopl told girl like chosen.
guilt,"I was not able to explain well to my good friend to make him less  
angry.",abl explain well good friend make less angry.
joy,Finding out that the person I love understands me.,find person love understand me.
fear,Watching a horror film.,watch horror film.
anger,Being mistreated by other people.,mistreat people.
sadness,Deceived by other people and ran into trouble.,deceiv peopl ran trouble.
disgust,Saw a selfish person doing a selfish thing.,saw selfish person selfish thing.
shame,Not doing well in the examn.,well examn.
guilt,Finding out that I have misunderstood other people.,find misunderstood people.
joy,Hear my name on the list attending the English lectures.,hear name list attend english lectures.
fear,"Staying alone in the room after midnight and reading horror  
stories.",stay alon room midnight read horror stories.
anger,Being told that I am a stupid person.,told stupid person.
sadness,My parents failed to visit me as they promised.,parent fail visit promised.
disgust,Some people not cueing in the dining hall.,peopl cue dine hall.
shame,"Saw on TV China not winning more gold medals in the Asian  
Olympics.",saw tv china win gold medal asian olympics.
guilt,Not handing in homework in time.,hand homework time.
joy,Having a good trip on a boat with good friends.,good trip boat good friends.
fear,Saw a classmate knocked down by a motorcycle.,saw classmat knock motorcycle.
anger,"Being sexually assulted on a bus and noone helped (people only  
laughed).",sexual assult bu noon help (peopl laughed).
sadness,"Being sexually assulted and told my friends about it (we cried  
together).",sexual assult told friend (we cri together).
disgust,"Heard someone boasting his fortune telling and I knew he was  
lying.",heard someon boast fortun tell knew lying.
shame,Being criticized by teacher in public.,critic teacher public.
guilt,Shouting at my parents because I was angry about something else.,shout parent angri someth else.
joy,Going to see a good film with my best friend.,go see good film best friend.
fear,"Suddenly found out that I was the lasr one to leave the anatomy  
room.",suddenli found lasr one leav anatomi room.
anger,"Some boys deliberately played tricks on me in the experiments.
",boy deliber play trick experiments.
sadness,"Iqam chosen for your lecture and my best friend is not. Now he is  
angry with me and I cannot help him.",iqam chosen lectur best friend not. angri cannot help him.
disgust,Listening to my roommate boasting about her new clothes.,listen roommat boast new clothes.
shame,China not winning more gold medals in the Asian Olympics.,china win gold medal asian olympics.
guilt,Not being able to help my friend to study English.,abl help friend studi english.
joy,Being elected as class leader.,elect class leader.
fear,Walking in the dark I saw something strange.,walk dark saw someth strange.
anger,"Your prejudice against psychology students and education students  
(not allowing us to go to the medical university lectures).",prejudic psycholog student educ student (not allow us go medic univers lectures).
sadness,A friend's brother died.,friend' brother died.
disgust,A wurm dropped on my head.,wurm drop head.
shame,Not doing well in an examn which was easy.,well examn easy.
guilt,Wrongly accused a classmate.,wrongli accus classmate.
joy,Getting into this university to do medicine.,get univers medicine.
fear,First time in anatomy.,first time anatomy.
anger,Being insulted in public for the wrong reason.,insult public wrong reason.
sadness,"Not being chosen for the English lectures (my girl-friend  
chosen).",chosen english lectur (mi girl-friend chosen).
disgust,My roommate messing up our room.,roommat mess room.
shame,Not doing well in examns which I should do well (English examns).,well examn well (english examns).
guilt,"Heard that my girl-friend was chosen for the English lectures and  
I was not. I lost my temper and she is very upset now.",heard girl-friend chosen english lectur not. lost temper upset now.
joy,Success in university entrance examination.,success univers entranc examination.
fear,I helped someone to do something and was found out.,help someon someth found out.
anger,Misunderstood by friends.,misunderstood friends.
sadness,My mother was ill and my father was not at home.,mother ill father home.
disgust,"My roommate being nice to a party leader in order to get into the  
party.",roommat nice parti leader order get party.
shame,China not doing well in the Asian Olympic games.,china well asian olymp games.
guilt,Not collecting letters for my friend al I promised.,collect letter friend al promised.
joy,Doing well in an examn.,well examn.
fear,Before the examn.,examn.
anger,"Some foreign students playing loud music before the biology  
examn.",foreign student play loud music biolog examn.
sadness,Finding out that the girl I like does not like me.,find girl like like me.
disgust,"Saw two Canadian students boasting about how rich they are in  
Canada.",saw two canadian student boast rich canada.
shame,"Finding out that China does not have enough foreign currency to  
buy books.",find china enough foreign currenc buy books.
guilt,"Calling lecturers nicknames when talking to housemen (They told  
ne you are even younger than they are so you should not be giving  
public lectures).",call lectur nicknam talk housemen (they told ne even younger give public lectures).
